850	,6500000
2170	,22000000
720	,6000000
850	,7300000
950	,7600000
2300	,20000000
1300	,15000000
1100	,6200000
1030	,6200000
350	,2300000
750	,5000000
720	,4700000
800	,5500000
350	,2000000
980	,7300000
1600	,13000000
1450	,11500000
445	,2800000
380	,2200000
680	,4400000
1600	,13500000
630	,4100000
1500	,12000000
550	,3500000
2500	,15000000
2800	,17500000
300	,1900000
800	,5500000
1295	,10000000
700	,4700000
350	,2400000
450	,3800000
2200	,23000000
2300	,24500000
1150	,10000000
800	,5500000
850	,7000000
720	,6500000
4688	,135000000
750	,5000000
3901	,93000000
950	,4370000
1000	,4620000
850	,1900000
2400	,70000000
1350	,5130000
540	,3000000
1387	,5890000
540	,3300000
976	,24900000
1050	,3700000
2700	,60000000
1500	,17400000
2900	,51000000
5025	,170000000
1000	,5510000
1135	,25000000
2306	,57000000
850	,2940000
1200	,15500000
1700	,17200000
1800	,55000000
1100	,15000000
22050	,51000000
1550	,13000000
1600	,30000000
700	,2400000
45	,5500000
3510	,45000000
4500	,60000000
1800	,65000000
6000	,220000000
4300	,60000000
1700	,38500000
2500	,50000000
4500	,75000000
2450	,70000000
10350	,160000000
4800	,85000000
1600	,40000000
3500	,90000000
2100	,56000000
4200	,135500000
1500	,60000000
8150	,170000000
2200	,50000000
3500	,58000000
2070	,37500000
3500	,45000000
2000	,70000000
2800	,29500000
2550	,60000000
4500	,70000000
1400	,50000000
2800	,75000000
2700	,52500000
4500	,55000000
7200	,120000000
2799	,65000000
2650	,75000000
2200	,47500000
3500	,70000000
2200	,47500000
2200	,40000000
3500	,85000000
1440	,26000000
3150	,35000000
900	,20000000
3690	,79000000
1200	,17000000
4500	,47500000
2799	,43000000
1350	,26000000
1200	,25000000
2177	,51000000
1500	,40000000
1600	,22500000
4500	,70000000
2150	,45000000
2107	,51100000
1150	,25500000
1240	,26500000
1000	,15000000
4500	,55000000
1150	,26000000
2000	,38000000
4500	,72500000
3000	,65000000
700	,4600000
750	,9200000
1350	,9500000
900	,4500000
970	,6500000
1000	,5650000
1425	,9300000
440	,2700000
1017	,6500000
650	,5800000
950	,5500000
810	,6000000
750	,4500000
990	,4100000
800	,3800000
675	,3300000
558	,2900000
445	,2000000
360	,1550000
1350	,11300000
850	,4500000
846	,3300000
1300	,11500000
900	,6000000
1050	,9000000
850	,4500000
1650	,14000000
1150	,7300000
495.1394	,1900000
1053	,7000000
810	,6000000
750	,6400000
540	,2700000
747	,6500000
720	,4000000
376.7365	,3000000
1125	,5000000
713	,6000000
360	,2500000
900	,6500000
713	,8000000
504	,2700000
70	,4500000
850	,5700000
2430	,25000000
2475	,70000000
2970	,26500000
2250	,18500000
1500	,30000000
1512	,22000000
400	,9000000
2160	,65000000
630	,22500000
324	,8700000
720	,22000000
675	,18500000
700	,16000000
675	,16000000
720	,9000000
850	,4500000
801	,6000000
450	,2700000
1000	,6500000
990	,4000000
420	,2600000
450	,3500000
1000	,7500000
900	,7000000
800	,4500000
720	,5500000
450	,2700000
675	,2400000
1700	,11500000
550	,3600000
387	,1700000
450	,2500000
900	,6600000
500	,3700000
441	,3500000
800	,5400000
450	,2550000
1000	,12500000
715	,5600000
600	,7000000
540	,3500000
312	,35000000
810	,9000000
270	,2300000
900	,6000000
1000	,6000000
540	,2650000
950	,4370000
1000	,4620000
540	,3000000
540	,3300000
1000	,5510000
500	,3200000
540	,2600000
780	,4000000
450	,1850000
360	,1700000
900	,2800000
495	,2150000
1200	,6800000
1000	,6200000
620	,3100000
680	,3400000
805	,4000000
729	,4800000
540	,2500000
360	,2000000
550	,1900000
1001	,5800000
450	,2900000
550	,2000000
550	,2600000
675	,2900000
585	,3200000
810	,5400000
765	,3800000
4688	,135000000
3901	,93000000
70	,8200000
800	,8000000
900	,9500000
1680	,20000000
900	,7400000
2000	,37500000
2000	,15000000
1900	,55300000
1530	,26500000
100	,16000000
900	,10400000
270	,1700000
950	,8000000
1800	,27000000
1500	,19500000
1800	,50000000
1800	,21100000
2306	,57000000
850	,5900000
140	,12000000
900	,12000000
1800	,24000000
200	,7000000
1782	,15000000
900	,1500000
405	,3950000
1500	,12500000
66	,1600000
2000	,36500000
1200	,20000000
1100	,15000000
1400	,25000000
1600	,18500000
1600	,23500000
600	,8000000
1600	,23000000
2000	,31000000
650	,7400000
1100	,15500000
1075	,12000000
1450	,23500000
1200	,25000000
600	,7000000
1000	,17500000
1600	,25000000
1750	,29000000
1300	,21900000
550	,7500000
2200	,23500000
1100	,24000000
1700	,31000000
1100	,16500000
1000	,5000000
1350	,24000000
1184	,17000000
2000	,40000000
3500	,22500000
900	,20000000
4688	,135000000
750	,5000000
3901	,93000000
950	,4370000
1000	,4620000
850	,1900000
2400	,70000000
1350	,5130000
540	,3000000
1387	,5890000
540	,3300000
976	,24900000
1050	,3700000
2700	,60000000
1500	,17400000
2900	,51000000
5025	,170000000
1000	,5510000
1135	,25000000
2306	,57000000
850	,2940000
1200	,15500000
1700	,17200000
1800	,55000000
1100	,15000000
22050	,51000000
1550	,13000000
1600	,30000000
700	,2400000
45	,5500000
450	,2900000
540	,17000000
1350	,25000000
2250	,10000000
1250	,7500000
504	,3600000
65	,35000000
450	,6000000
1800	,17500000
1800	,35000000
1530	,10200000
1750	,29000000
2210	,41000000
760	,6000000
400	,2500000
380	,2200000
904.1676	,21500000
900	,15000000
810	,28900000
100	,5500000
50	,1950000
58	,3800000
900	,6200000
1650	,14000000
1000	,7500000
852	,2670000
700	,2500000
990	,4000000
450	,3500000
1000	,5000000
1700	,29500000
1350	,19000000
2100	,25500000
2600	,75000000
3000	,75000000
1450	,34000000
2050	,47500000
3000	,75000000
1800	,23000000
900	,24000000
1500	,21500000
1500	,28500000
1800	,12500000
1674	,45000000
2025	,30500000
1300	,22500000
990	,28000000
2100	,25000000
2250	,33700000
1500	,27000000
2700	,43500000
1700	,29000000
1700	,30000000
2050	,52100000
1800	,32500000
1500	,20500000
2000	,25000000
1500	,30000000
24300	,51000000
2475	,31000000
1800	,37500000
1300	,32500000
1500	,37500000
2100	,55000000
1800	,87500000
1100	,16300000
2035	,65000000
1100	,25000000
1550	,38000000
700	,15000000
150	,2000000
540	,3000000
810	,8500000
3250	,55000000
1600	,22500000
4000	,72500000
5500	,160000000
900	,12500000
972	,17000000
4150	,82500000
2250	,55000000
1650	,35000000
2610	,42500000
600	,4700000
1700	,52500000
2250	,80000000
880	,11000000
4200	,74000000
1450	,37500000
2200	,52500000
1620	,26000000
1078	,15500000
1710	,22000000
1150	,21000000
450	,5000000
1818	,22000000
1800	,26500000
780	,8770000
405	,4500000
900	,8500000
807.2925	,8600000
2700	,42500000
1100	,13100000
585	,7000000
2152.78	,30000000
960	,13000000
1800	,23100000
1100	,16000000
900	,12500000
1620	,24500000
378	,3200000
800	,6300000
1350	,15000000
850	,5700000
1580	,21000000
820	,7500000
594	,6500000
14220	,27500000
800	,12000000
1500	,18000000
1600	,15600000
1650	,15500000
1600	,15200000
1900	,25000000
1400	,15000000
1550	,15800000
2000	,31500000
1500	,14000000
1550	,13200000
1600	,15800000
1600	,16200000
1800	,15500000
1470	,14500000
1500	,14900000
1750	,17200000
1650	,18000000
1850	,15500000
1480	,15800000
1214	,12600000
1380	,15000000
1600	,19500000
1585	,16600000
1700	,17200000
1200	,13000000
1800	,16500000
1000	,10700000
1500	,16200000
1700	,16500000
1750	,14900000
2700	,27500000
3050	,62500000
3405	,70000000
1500	,35500000
2105	,42100000
2500	,42500000
2090	,44000000
2525	,43200000
2500	,52500000
2100	,34300000
2022	,38000000
2650	,52500000
1850	,37500000
2100	,37000000
1700	,40000000
2105	,36200000
1250	,29000000
2552	,42500000
3112	,60000000
2125	,36500000
2065	,42500000
3405	,71500000
3050	,65000000
2300	,58000000
1455	,27500000
3400	,70000000
3100	,65000000
1400	,28600000
2126	,39000000
1815	,32500000
1700	,34000000
700	,16500000
980	,13800000
1350	,21000000
1800	,22500000
968.751	,15000000
1250	,20000000
1800	,20000000
1400	,26000000
1000	,19500000
1800	,21500000
1500	,26500000
1600	,20000000
1400	,18000000
1400	,19000000
2700	,36500000
1100	,15000000
1200	,17500000
1400	,14000000
1500	,21000000
1320	,15600000
1300	,19000000
1150	,16500000
1440	,19000000
1400	,16500000
450	,3000000
1300	,15000000
1200	,14300000
1300	,18500000
1400	,19000000
1400	,19000000
1500	,13500000
1600	,15800000
1200	,17000000
1600	,15500000
1250	,16000000
950	,12900000
1200	,13500000
1400	,17800000
950	,13200000
1350	,14000000
1550	,17500000
1300	,17000000
1000	,13000000
1500	,17000000
950	,12700000
1200	,13500000
1400	,17400000
1500	,17800000
1050	,12700000
1550	,16200000
950	,11100000
1150	,13600000
1150	,13100000
1150	,12500000
1500	,13600000
1800	,12000000
1300	,20000000
1150	,13500000
1500	,14000000
1150	,10800000
900	,9000000
1150	,6300000
1000	,5500000
450	,2350000
1350	,8500000
445	,1650000
1200	,10000000
50	,1500000
1100	,2800000
700	,2600000
500	,2350000
540	,2350000
450	,2000000
800	,5000000
700	,3500000
750	,4500000
750	,4000000
1600	,10800000
1000	,10000000
1600	,10800000
900	,9000000
1700	,8500000
1100	,6000000
1000	,5500000
1000	,7000000
1100	,6000000
765	,3700000
900	,3100000
600	,4500000
360	,1500000
950	,7090000
3600	,4500000
1305	,5500000
1800	,63000000
950	,6990000
800	,4400000
1800	,12500000
800	,3000000
675	,2800000
1175	,5000000
1500	,6000000
810	,4500000
630	,2800000
650	,2500000
1800	,8500000
725	,3000000
900	,4900000
750	,3500000
700	,3000000
950	,7020000
1600	,60000000
900	,3500000
1500	,7000000
500	,7000000
1035	,4500000
825	,5990000
1300	,4400000
765	,2500000
580	,1600000
1750	,6500000
650	,2750000
405	,1500000
675	,2200000
850	,2800000
800	,4500000
405	,1800000
1350	,8500000
1350	,8500000
450	,1700000
1300	,7000000
1050	,5600000
1675	,13500000
1250	,8500000
1080	,6000000
1170	,7200000
1250	,6500000
1500	,8400000
1350	,8500000
855	,4000000
540	,1700000
1044.0983	,6000000
405	,1600000
500	,2100000
450	,1700000
405	,1500000
405	,1200000
450	,1650000
173	,3500000
1100	,8500000
600	,3200000
800	,4400000
990	,7200000
1100	,7500000
1100	,6500000
527	,3500000
1000	,6500000
1000	,6200000
450	,2500000
600	,3000000
950	,6000000
855	,4800000
770	,3790000
810	,4200000
710	,2900000
950	,5000000
450	,2100000
500	,3200000
600	,3000000
420	,2300000
900	,5900000
945	,5500000
565	,3500000
450	,1700000
430	,1850000
550	,2300000
810	,3800000
720	,4500000
360	,2200000
820	,5200000
459	,2200000
378	,1500000
450	,2200000
900	,3800000
360	,1800000
559.7228	,2850000
350	,2500000
365	,3500000
390	,2000000
350	,3000000
210	,2000000
50	,3500000
500	,1800000
350	,1600000
379	,1600000
236.8058	,2000000
445	,1500000
452.0838	,3000000
350	,1490000
437	,3500000
61	,4000000
495	,1750000
900	,4600000
350	,1800000
585	,1900000
198	,1000000
4900	,1000000
2077.4327	,1000000
50	,3500000
990	,5000000
425	,2200000
750	,13000000
1400	,34000000
3600	,60000000
3000	,74500000
2750	,75000000
2050	,62500000
3000	,67000000
850	,8500000
750	,11500000
2600	,52500000
800	,12000000
550	,10700000
700	,9000000
2316	,100000000
900	,6200000
100	,17000000
900	,12500000
1500	,13000000
650	,4200000
2000	,36000000
500	,2300000
1125	,8100000
1300	,10000000
2500	,62500000
2200	,65000000
1290	,20000000
2250	,57500000
1350	,30000000
1400	,30000000
1700	,30000000
450	,3300000
750	,7350000
1500	,12500000
400	,3500000
650	,6500000
900	,6900000
400	,3600000
900	,13500000
1000	,9200000
405	,2500000
1700	,17000000
800	,9030000
1076.39	,9300000
750	,6500000
460	,3300000
370	,2400000
1800	,15000000
1080	,7000000
350	,4200000
500	,5800000
900	,4800000
800	,7500000
350	,3000000
430.556	,4300000
500	,2600000
1450	,7000000
800	,6000000
1000	,6700000
1000	,9500000
1600	,17000000
900	,8000000
1500	,12000000
1050	,9000000
1300	,11500000
1600	,20000000
900	,8550000
1350	,10500000
1000	,12000000
1400	,11000000
975	,12000000
900	,9000000
1100	,10000000
950	,8100000
1300	,9200000
1459	,14200000
1000	,7500000
1100	,9500000
1450	,14000000
1450	,11600000
1150	,12000000
780	,7500000
1300	,9800000
1350	,12000000
1200	,12500000
1460	,16500000
1460	,12000000
1100	,7200000
1500	,15000000
1050	,10000000
1350	,11000000
1500	,24700000
976	,24900000
540	,3600000
450	,1700000
900	,11000000
2500	,75000000
979.5149	,24800000
945	,24900000
976	,24900000
1531	,25900000
1000	,11700000
750	,13500000
900	,5500000
1512	,30000000
35	,4950000
1500	,16000000
2907	,30000000
2210	,41000000
750	,3800000
2518.7526	,68900000
588	,1800000
540	,1500000
1100	,12500000
550	,1600000
750	,2400000
1260	,7000000
675	,3100000
810	,14500000
3150	,61500000
2000	,27500000
1775	,25500000
1135	,25000000
1252	,18500000
2000	,39700000
530	,6800000
1332	,6540000
1017	,22000000
1775	,25500000
987	,17000000
1912	,27500000
5236	,73700000
2805	,52300000
1500	,16000000
1280	,15000000
1775	,25500000
675	,10000000
576	,5000000
1206	,20000000
1143	,16000000
345	,5500000
720	,7000000
468	,4100000
1600	,24000000
950	,12500000
535	,3900000
1200	,14500000
1501	,20000000
1135	,24500000
1200	,20900000
2200	,43100000
1240	,18000000
3002	,50000000
1350	,18500000
2300	,46500000
1429	,17500000
2430	,42500000
1450	,15500000
1250	,15000000
2800	,40000000
1646	,20000000
900	,6700000
1250	,16000000
900	,8000000
1590	,25000000
990	,25000000
2282	,37500000
1260	,25000000
1457	,23000000
1400	,17500000
2175	,44000000
1450	,15000000
2800	,42500000
861.112	,5000000
2282	,38000000
1753	,19000000
2659	,43500000
1550	,19500000
1470	,14200000
702	,14200000
1138	,13500000
1600	,21000000
1600	,22500000
1250	,19000000
810	,7500000
585	,4000000
1700	,8000000
1800	,19000000
600	,7000000
1250	,5800000
600	,8000000
1600	,18800000
1100	,6000000
450	,2200000
855	,6500000
1291.668	,23500000
1300	,16000000
1350	,20000000
900	,5500000
850	,13500000
1650	,22500000
650	,3800000
630	,4600000
1250	,17500000
1800	,5500000
1500	,22500000
1100	,12500000
1400	,19000000
1300	,15500000
1100	,13500000
1600	,21000000
2250	,50000000
2592	,42500000
1800	,45500000
1700	,23000000
1640	,12000000
2572	,35000000
2100	,25000000
1620	,29000000
2500	,80000000
2250	,20500000
2445	,52500000
2250	,37500000
800	,7500000
1450	,32500000
1440	,24500000
5220	,65000000
1800	,27500000
4455	,115000000
195	,28000000
807.2925	,8000000
3500	,75100000
1000	,7800000
900	,15000000
1800	,27500000
17010	,25000000
2340	,26000000
1350	,23500000
464	,4200000
954	,10000000
1155	,18500000
700	,16500000
980	,13800000
1350	,21000000
1800	,22500000
968.751	,15000000
1250	,20000000
1800	,20000000
1400	,26000000
1000	,19500000
1800	,21500000
1500	,26500000
1600	,20000000
1400	,18000000
1400	,19000000
2700	,36500000
1100	,15000000
1200	,17500000
1400	,14000000
1500	,21000000
1320	,15600000
1300	,19000000
1150	,16500000
1440	,19000000
1400	,16500000
450	,3000000
1300	,15000000
1200	,14300000
1300	,18500000
1400	,19000000
1400	,19000000
500	,3300000
700	,3800000
900	,7000000
1260	,16500000
950	,8000000
405	,5600000
1800	,21000000
1300	,21000000
1000	,8600000
900	,6600000
1800	,14000000
720	,4700000
1485	,30000000
1600	,26000000
1200	,18500000
900	,6500000
900	,15000000
800	,8000000
1150	,16100000
900	,6800000
1070	,6800000
1050	,9000000
1000	,18000000
1550	,27500000
1300	,13500000
810	,14000000
900	,9000000
1200	,16000000
1000	,11000000
720	,5500000
